stock_code,panel_months,zero_months,units,zero_share
84803A,23,13,112,0.5652
84803B,22,16,42,0.7273
84804A,23,11,206,0.4783
84804B,23,12,307,0.5217
84805A,21,16,123,0.7619
84805B,23,17,304,0.7391
84806A,23,10,223,0.4348
84806B,21,6,426,0.2857
84807,23,19,233,0.8261
84809A,23,10,276,0.4348
84809B,23,17,296,0.7391
84813,24,4,393,0.1667
84814A,21,20,1,0.9524
84814B,24,23,7,0.9583
84815,24,17,926,0.7083
84816,24,9,33,0.3750
84817,22,1,848,0.0455
84818,24,1,1788,0.0417
84819,24,2,690,0.0833
84820,23,3,271,0.1304
84821,24,2,1266,0.0833
84823,20,13,120,0.6500
84824,24,13,38,0.5417
84826,24,4,1642,0.1667
84827,24,11,956,0.4583
84828,24,0,2471,0.0000
84830,24,20,113,0.8333
84832,24,0,6625,0.0000
84836,24,0,19778,0.0000
84837,24,15,251,0.6250
84838,24,22,50,0.9167
84839,24,13,1523,0.5417
84840,19,9,282,0.4737
84842,24,9,1505,0.3750
84843,24,0,276,0.0000
84845A,24,23,1,0.9583
84845C,24,17,42,0.7083
84845D,24,19,41,0.7917
84846A,24,8,251,0.3333
84847,24,5,2330,0.2083
84849A,24,1,470,0.0417
84849B,24,4,1936,0.1667
84849D,23,0,1556,0.0000
84854,24,12,381,0.5000
84855,24,19,36,0.7917
84856L,24,10,238,0.4167
84856S,24,15,467,0.6250
84857A,22,20,8,0.9091
84857B,5,4,24,0.8000
84857C,18,10,197,0.5556
84858A,24,19,53,0.7917
84858B,20,17,326,0.8500
84858C,24,11,347,0.4583
84859A,24,5,291,0.2083
84859B,22,11,281,0.5000
84859C,24,12,303,0.5000
84864A,22,19,7,0.8636
84865,24,7,77,0.2917
84867A,23,20,17,0.8696
84867B,23,22,2,0.9565
84868A,23,22,2,0.9565
84868B,23,20,5,0.8696
84869,24,19,302,0.7917
84870B,24,8,90,0.3333
84870C,24,10,93,0.4167
84872A,24,7,235,0.2917
84873A,24,13,120,0.5417
84874B,24,7,86,0.2917
84875A,24,17,16,0.7083
84875B,20,10,372,0.5000
84875D,24,13,371,0.5417
84876B,24,12,344,0.5000
84876C,24,21,7,0.8750
84876D,24,8,331,0.3333
84877A,24,15,74,0.6250
84877B,24,8,291,0.3333
84877D,24,8,160,0.3333
84879,24,0,78752,0.0000
84880,24,0,1726,0.0000
84881,23,9,52,0.3913
84882,24,4,66,0.1667
84884A,24,0,1740,0.0000
84886,23,19,12,0.8261
84891B,19,15,11,0.7895
84893,24,20,33,0.8333
84898F,24,11,165,0.4583
84899E,24,18,53,0.7500
84899F,24,12,121,0.5000
84901,24,13,123,0.5417
84902,24,16,84,0.6667
84905,24,8,269,0.3333
84906,24,12,66,0.5000
84907,24,9,391,0.3750
84908A,22,12,432,0.5455
84908B,21,12,435,0.5714
84909A,24,20,209,0.8333
84910A,24,8,432,0.3333
84912A,24,2,1096,0.0833
84912B,24,2,1119,0.0833
84913A,24,2,608,0.0833
84913B,24,2,416,0.0833
84914A,19,17,6,0.8947
84915,21,6,230,0.2857
84916,24,8,261,0.3333
84917,23,9,229,0.3913
84918,24,14,208,0.5833
84919,24,8,291,0.3333
84920,24,3,198,0.1250
84921,24,13,27,0.5417
84922,24,15,341,0.6250
84923,22,1,223,0.0455
84924A,24,4,132,0.1667
84924D,24,13,764,0.5417
84924F,24,19,975,0.7917
84925A,24,20,179,0.8333
84925C,24,19,28,0.7917
84925D,24,10,452,0.4167
84925E,24,22,75,0.9167
84925F,23,8,714,0.3478
84926A,21,2,640,0.0952
84926B,24,20,54,0.8333
84926C,24,18,138,0.7500
84926D,24,6,744,0.2500
84926E,24,6,1053,0.2500
84926F,24,7,480,0.2917
84927A,22,5,226,0.2273
84927D,20,6,953,0.3000
84927E,22,9,494,0.4091
84927F,24,4,315,0.1667
84929,24,3,3096,0.1250
84931A,24,0,204,0.0000
84931B,24,0,273,0.0000
84932A,24,17,262,0.7083
84932B,24,19,189,0.7917
84932C,24,17,282,0.7083
84932D,24,19,239,0.7917
84933A,24,21,131,0.8750
84933B,24,22,136,0.9167
84933C,24,22,136,0.9167
84934,24,19,687,0.7917
84937,24,18,2542,0.7500
84942,24,22,3,0.9167
84944,24,5,1135,0.2083
84945,24,1,20909,0.0417
84946,24,0,36004,0.0000
84947,24,0,15216,0.0000
84948,24,18,273,0.7500
84949,24,0,11574,0.0000
84950,24,0,5957,0.0000
84951A,24,0,619,0.0000
84951B,24,2,547,0.0833
84952A,24,10,148,0.4167
84952B,24,9,363,0.3750
84952C,24,11,374,0.4583
84962,22,20,3,0.9091
84963A,22,14,23,0.6364
84963B,19,14,18,0.7368
84964A,22,20,11,0.9091
84964B,22,20,17,0.9091
84965A,22,19,20,0.8636
84965B,22,19,27,0.8636
84966A,23,19,13,0.8261
84966B,23,19,33,0.8261
84966C,15,13,23,0.8667
84967A,22,19,3,0.8636
84967B,23,16,24,0.6957
84967C,19,15,9,0.7895
84968A,24,0,534,0.0000
84968B,24,11,430,0.4583
84968C,24,0,637,0.0000
84968D,24,3,473,0.1250
84968E,24,2,399,0.0833
84968F,24,0,300,0.0000
84969,24,0,965,0.0000
84970L,24,0,17459,0.0000
84970S,24,0,26466,0.0000
84971L,24,18,587,0.7500
84971S,24,0,6408,0.0000
84972L,24,20,117,0.8333
84974,23,2,89,0.0870
84975,24,11,1990,0.4583
84976,24,2,657,0.0833
84977,24,11,223,0.4583
84978,24,0,21481,0.0000
84984A,23,13,266,0.5652
84984B,23,13,322,0.5652
84984C,24,18,232,0.7500
84984D,24,15,159,0.6250
84985A,24,8,654,0.3333
84985B,24,19,129,0.7917
84986B,24,13,438,0.5417
84987,24,0,8132,0.0000
84988,24,0,8281,0.0000
84989A,24,0,2193,0.0000
84989B,24,15,1019,0.6250
84990,24,10,4248,0.4167
84991,24,0,53892,0.0000
84992,24,0,34589,0.0000
84993A,24,0,1491,0.0000
84993B,24,6,571,0.2500
84997A,24,1,5200,0.0417
84997B,24,0,9664,0.0000
84997C,24,0,9033,0.0000
84997D,24,1,10886,0.0417
85006,24,11,3049,0.4583
85007,24,20,143,0.8333
85008,24,8,269,0.3333
85014A,24,0,4652,0.0000
85014B,24,0,6126,0.0000
85014C,24,17,547,0.7083
85014D,24,20,1918,0.8333
85015,24,0,2880,0.0000
85016,24,6,1679,0.2500
85017A,24,10,1157,0.4167
85017B,24,0,2231,0.0000
85017C,24,7,1087,0.2917
85018A,24,18,15,0.7500
85018B,24,18,15,0.7500
85018C,24,21,36,0.8750
85018D,24,14,787,0.5833
85019A,23,4,621,0.1739
85019B,21,5,716,0.2381
85019C,24,10,423,0.4167
85020,24,4,228,0.1667
85023A,24,19,22,0.7917
85023B,24,7,292,0.2917
85023C,23,17,23,0.7391
85024A,24,23,1,0.9583
85024B,23,9,217,0.3913
85024C,24,8,99,0.3333
85025B,24,1,566,0.0417
85025C,24,3,720,0.1250
85026B,24,7,298,0.2917
85027L,23,11,190,0.4783
85028L,24,15,271,0.6250
85028S,24,14,430,0.5833
85030,24,12,211,0.5000
85031A,24,9,477,0.3750
85031B,24,11,496,0.4583
85031C,24,11,481,0.4583
85032A,24,3,1423,0.1250
85032B,23,2,925,0.0870
85032C,24,2,844,0.0833
85032D,24,9,1148,0.3750
85033G,24,21,236,0.8750
85033S,24,20,258,0.8333
85034A,24,1,849,0.0417
85034B,24,6,1109,0.2500
85034C,24,3,1241,0.1250
85035A,24,2,649,0.0833
85035B,24,2,992,0.0833
85035C,24,2,1358,0.0833
85036A,24,1,621,0.0417
85036B,24,3,600,0.1250
85036C,24,1,878,0.0417
85038,24,0,2647,0.0000
85039A,24,0,1486,0.0000
85039B,24,0,1629,0.0000
85039C,24,3,534,0.1250
85040A,24,0,2094,0.0000
85040B,24,7,2458,0.2917
85041,24,16,1853,0.6667
85042,24,12,2685,0.5000
85043,23,22,1,0.9565
85044,24,17,149,0.7083
85045,24,12,471,0.5000
85047,24,11,1051,0.4583
85048,24,4,2630,0.1667
85049A,24,0,6406,0.0000
85049B,24,8,2130,0.3333
85049C,24,1,2963,0.0417
85049D,24,2,2332,0.0833
85049E,24,0,6508,0.0000
85049F,24,2,2110,0.0833
85049G,24,1,3870,0.0417
85049H,24,0,2025,0.0000
85050,19,18,48,0.9474
85053,24,4,1880,0.1667
85054,24,0,916,0.0000
85055,24,10,359,0.4167
85059,24,0,697,0.0000
85060,24,16,1448,0.6667
85061W,24,0,6229,0.0000
85062,24,0,3858,0.0000
85063,24,12,308,0.5000
85064,24,13,1595,0.5417
85065,24,13,620,0.5417
85066,24,0,2961,0.0000
85067,24,10,496,0.4167
85068,24,15,960,0.6250
85069,24,23,3,0.9583
85070,19,17,3,0.8947
85071A,24,1,1894,0.0417
85071B,24,1,2298,0.0417
85071C,24,2,1277,0.0833
85071D,24,2,881,0.0833
85072,24,23,120,0.9583
85077,24,23,1,0.9583
85078,24,2,2258,0.0833
85079,24,23,23,0.9583
85080,24,19,113,0.7917
85081,24,19,104,0.7917
85083,24,23,5,0.9583
85084,24,18,682,0.7500
85086A,24,5,587,0.2083
85087,24,2,420,0.0833
85088,24,3,347,0.1250
85089,24,13,99,0.5417
85090,24,13,106,0.5417
85091,24,16,343,0.6667
85092,23,15,391,0.6522
85093,24,2,1361,0.0833
85094,24,4,749,0.1667
85095,16,4,172,0.2500
85096,24,6,163,0.2500
85097B,24,17,106,0.7083
85098B,24,12,366,0.5000
85099B,24,0,96071,0.0000
85099C,24,0,30392,0.0000
85099F,24,0,36757,0.0000
85103,24,6,317,0.2500
85104,24,5,337,0.2083
85106,24,6,1190,0.2500
85107,24,4,1155,0.1667
85109,24,14,4211,0.5833
85110,24,14,11520,0.5833
85111,24,4,2903,0.1667
85112,24,21,465,0.8750
85113,24,18,285,0.7500
85114A,24,5,1318,0.2083
85114B,24,0,2053,0.0000
85114C,24,0,1342,0.0000
85115B,18,16,6,0.8889
85116,24,1,1817,0.0417
85117,24,18,347,0.7500
85118,24,10,2054,0.4167
85119,24,13,413,0.5417
85121B,24,17,86,0.7083
85121C,24,14,98,0.5833
85123A,24,0,93880,0.0000
85123B,24,23,1,0.9583
85124A,24,13,387,0.5417
85124B,24,0,355,0.0000
85124C,24,2,429,0.0833
85125,24,5,309,0.2083
85126,24,11,156,0.4583
85127,24,2,274,0.0833
85128,24,22,167,0.9167
85129A,24,15,444,0.6250
85129B,24,2,232,0.0833
85129C,24,5,389,0.2083
85129D,24,1,772,0.0417
85130A,24,8,685,0.3333
85130B,23,4,910,0.1739
85130C,23,5,651,0.2174
85130D,24,0,780,0.0000
85131A,24,3,2025,0.1250
85131B,24,4,933,0.1667
85131C,23,4,439,0.1739
85131D,24,3,1425,0.1250
85132A,24,6,1358,0.2500
85132B,24,8,929,0.3333
85132C,24,2,2066,0.0833
85135A,24,10,94,0.4167
85135B,24,5,151,0.2083
85135C,24,2,150,0.0833
85136A,24,4,132,0.1667
85136B,24,13,59,0.5417
85136C,24,5,174,0.2083
85141,24,6,182,0.2500
85142,24,16,57,0.6667
85144,24,6,287,0.2500
85145,24,12,91,0.5000
85146,21,11,118,0.5238
85147,24,20,61,0.8333
85150,24,2,8249,0.0833
85151,24,23,44,0.9583
85152,24,0,15492,0.0000
85157,23,22,1,0.9565
85159A,24,0,491,0.0000
85159B,24,1,660,0.0417
85160A,24,11,8824,0.4583
85160B,24,7,6156,0.2917
85161,24,7,51,0.2917
85162A,24,17,607,0.7083
85162B,24,17,977,0.7083
85162C,24,17,904,0.7083
85163A,24,5,103,0.2083
85163B,24,2,114,0.0833
85164B,24,14,141,0.5833
85165,24,17,90,0.7083
85166A,24,22,77,0.9167
85166B,24,13,510,0.5417
85167A,24,21,176,0.8750
85167B,24,8,692,0.3333
85168A,24,18,22,0.7500
85168B,24,7,65,0.2917
85169A,24,0,1247,0.0000
85169B,24,2,426,0.0833
85169C,24,4,501,0.1667
85169D,24,0,521,0.0000
85170A,24,11,848,0.4583
85170B,24,4,283,0.1667
85170C,24,0,541,0.0000
85170D,24,1,714,0.0417
85171,24,23,1,0.9583
85172,24,0,4223,0.0000
85173,24,0,974,0.0000
85174,24,0,1447,0.0000
85175,24,0,15566,0.0000
85176,24,0,2703,0.0000
85177,24,0,1812,0.0000
85178,24,0,5433,0.0000
85179A,24,12,193,0.5000
85179B,24,13,246,0.5417
85179C,24,17,95,0.7083
85180A,24,4,628,0.1667
85180B,24,5,354,0.2083
85183A,24,2,1499,0.0833
85183B,24,0,1713,0.0000
85184B,24,21,14,0.8750
85184C,24,0,2266,0.0000
85184D,24,14,8312,0.5833
85185B,24,0,593,0.0000
85185C,24,15,58,0.6250
85185D,24,8,195,0.3333
85185E,24,23,4,0.9583
85185F,24,20,37,0.8333
85186A,24,10,1473,0.4167
85186B,21,20,14,0.9524
85186C,24,9,1400,0.3750
85187,23,9,479,0.3913
85188A,24,15,944,0.6250
85188B,23,14,748,0.6087
85189,24,13,1176,0.5417
85190,24,20,138,0.8333
85192S,22,21,3,0.9545
85194L,24,10,1818,0.4167
85194S,23,5,1695,0.2174
85195,24,13,146,0.5417
85196,24,20,1564,0.8333
85197,24,12,1669,0.5000
85198,24,11,3859,0.4583
85199L,24,0,3395,0.0000
85199S,24,0,5766,0.0000
85200,24,16,1045,0.6667
85202,24,0,1208,0.0000
85203,24,0,1439,0.0000
85204,24,0,2345,0.0000
85205A,22,20,66,0.9091
85205B,23,14,241,0.6087
85206A,24,11,2327,0.4583
85206B,24,18,1538,0.7500
85208,24,3,420,0.1250
85211,24,5,306,0.2083
85212,24,1,2807,0.0417
85213,24,4,1378,0.1667
85214,24,3,514,0.1250
85215,24,4,831,0.1667
85216,24,6,2849,0.2500
85217,24,14,2869,0.5833
85218,23,21,1992,0.9130
85220,24,21,12236,0.8750
85221,24,18,3558,0.7500
85222,24,17,1406,0.7083
85224,24,11,2004,0.4583
85225,24,15,14,0.6250
85226A,24,12,1714,0.5000
85226C,24,12,989,0.5000
85227,24,0,3374,0.0000
85230A,24,4,1968,0.1667
85230B,24,2,2096,0.0833
85230C,24,23,24,0.9583
85230D,24,23,24,0.9583
85230E,24,2,2445,0.0833
85230F,24,5,2946,0.2083
85230G,24,2,1656,0.0833
85231B,24,0,2029,0.0000
85231E,24,17,836,0.7083
85231G,24,1,1480,0.0417
85231L,24,18,1039,0.7500
85232A,24,6,377,0.2500
85232B,24,9,3086,0.3750
85232C,23,22,1,0.9565
85232D,24,2,697,0.0833
90000A,24,11,33,0.4583
90000B,24,10,29,0.4167
90000C,24,22,2,0.9167
90000D,24,6,51,0.2500
90001A,24,14,11,0.5833
90001B,23,15,13,0.6522
90001C,24,17,11,0.7083
90001D,24,15,20,0.6250
90002A,24,16,36,0.6667
90002B,24,19,22,0.7917
90002C,24,15,33,0.6250
90002D,24,9,104,0.3750
90002E,24,16,18,0.6667
90003B,24,9,44,0.3750
90003C,24,6,47,0.2500
90003D,24,9,60,0.3750
90003E,24,11,29,0.4583
90004A,24,23,1,0.9583
90005A,24,9,106,0.3750
90010A,24,10,47,0.4167
90010B,24,10,63,0.4167
90010E,24,9,55,0.3750
90011A,24,15,15,0.6250
90011B,24,14,20,0.5833
90011C,24,17,12,0.7083
90011D,24,19,5,0.7917
90011E,24,17,8,0.7083
90012A,24,18,13,0.7500
90012B,24,18,17,0.7500
90013A,24,4,111,0.1667
90013B,24,1,104,0.0417
90013C,24,3,84,0.1250
90013D,23,13,46,0.5652
90013E,24,22,2,0.9167
90014A,24,5,53,0.2083
90014B,24,7,34,0.2917
90014C,24,11,29,0.4583
90016A,24,9,29,0.3750
90016B,24,7,35,0.2917
90016C,23,15,16,0.6522
90018A,24,5,72,0.2083
90018B,24,7,37,0.2917
90018C,24,12,28,0.5000
90019A,24,2,67,0.0833
90019B,23,7,30,0.3043
90019C,24,7,37,0.2917
90020,24,20,6,0.8333
90021,16,13,5,0.8125
90022,24,8,33,0.3333
90023,24,10,31,0.4167
90024A,23,19,5,0.8261
90024B,24,12,24,0.5000
90024C,24,15,11,0.6250
90024D,24,14,15,0.5833
90024E,24,16,16,0.6667
90024F,20,14,8,0.7000
90025A,8,6,2,0.7500
90025B,21,18,3,0.8571
90025C,22,17,6,0.7727
90025D,22,17,5,0.7727
90025E,24,18,7,0.7500
90025F,23,17,8,0.7391
90026A,21,14,11,0.6667
90026B,24,18,8,0.7500
90026C,24,18,8,0.7500
90026D,18,10,10,0.5556
90027A,21,17,9,0.8095
90027B,24,17,13,0.7083
90027C,24,16,14,0.6667
90027D,24,17,21,0.7083
90028,24,9,29,0.3750
90029,24,15,23,0.6250
90030A,24,17,79,0.7083
90030B,24,9,126,0.3750
90030C,24,13,87,0.5417
90031,24,16,52,0.6667
90032,23,10,48,0.4348
90033,24,11,22,0.4583
90034,24,20,5,0.8333
90035A,24,16,24,0.6667
90035B,24,22,43,0.9167
90035C,24,21,28,0.8750
90036A,24,13,27,0.5417
90036B,23,15,18,0.6522
90036C,24,14,30,0.5833
90036D,24,12,38,0.5000
90036E,24,5,45,0.2083
90036F,24,15,24,0.6250
90037A,24,13,26,0.5417
90037B,21,14,27,0.6667
90037C,24,14,25,0.5833
90037D,24,20,14,0.8333
90038A,24,8,36,0.3333
90038B,24,15,20,0.6250
90038C,24,15,19,0.6250
90039A,24,20,9,0.8333
90039B,23,13,21,0.5652
90039C,24,16,22,0.6667
90039D,24,9,42,0.3750
90040A,24,10,53,0.4167
90040B,24,11,71,0.4583
90040C,24,13,39,0.5417
90040D,24,16,41,0.6667
90041,24,19,6,0.7917
90042A,24,12,63,0.5000
90042B,24,19,17,0.7917
90042C,18,11,59,0.6111
90043,24,19,10,0.7917
90046,21,16,13,0.7619
90048,24,18,31,0.7500
90049,19,14,20,0.7368
90050,23,17,10,0.7391
90051,18,10,15,0.5556
90052,24,19,7,0.7917
90053,23,14,10,0.6087
90054,24,13,15,0.5417
90055,23,15,9,0.6522
90056,24,16,17,0.6667
90057,24,12,1756,0.5000
90058A,24,15,576,0.6250
90058B,24,11,1046,0.4583
90059A,24,6,90,0.2500
90059B,23,13,26,0.5652
90059C,24,12,40,0.5000
90059D,24,4,62,0.1667
90059E,24,9,50,0.3750
90059F,24,7,46,0.2917
90060B,24,20,6,0.8333
90060C,24,21,7,0.8750
90060D,24,18,12,0.7500
90060F,24,11,28,0.4583
90062,24,8,204,0.3333
90063A,18,8,21,0.4444
90063B,24,15,20,0.6250
90064A,23,15,20,0.6522
90064B,24,14,21,0.5833
90065A,24,16,26,0.6667
90065B,24,15,22,0.6250
90066A,17,15,5,0.8824
90067A,24,12,33,0.5000
90067B,24,19,16,0.7917
90068,15,13,2,0.8667
90069,24,20,11,0.8333
90070,24,6,63,0.2500
90071,24,3,85,0.1250
90072,24,6,43,0.2500
90073,24,6,48,0.2500
90074,21,15,7,0.7143
90075,21,16,10,0.7619
90076,23,16,12,0.6957
90077,24,20,5,0.8333
90078,22,18,9,0.8182
90079,24,13,21,0.5417
90081A,24,7,47,0.2917
90081B,14,11,7,0.7857
90081C,24,7,49,0.2917
90082A,24,5,51,0.2083
90082B,24,10,57,0.4167
90082C,23,21,3,0.9130
90082D,24,10,103,0.4167
90083,24,17,39,0.7083
90084,24,19,64,0.7917
90085,24,11,299,0.4583
90086,21,4,155,0.1905
90087,24,2,239,0.0833
90088,24,17,101,0.7083
90089,24,11,91,0.4583
90090,24,16,263,0.6667
90091,19,17,3,0.8947
90092,24,17,102,0.7083
90093,24,8,177,0.3333
90094,18,7,73,0.3889
90095,21,18,8,0.8571
90096,23,5,104,0.2174
90098,24,9,137,0.3750
90099,24,16,41,0.6667
90100,24,16,30,0.6667
90101,24,7,51,0.2917
90102,23,19,19,0.8261
90103,24,12,43,0.5000
90104,18,8,129,0.4444
90108,23,9,108,0.3913
90111,24,20,7,0.8333
90112,24,12,84,0.5000
90114,22,4,200,0.1818
90115,24,12,108,0.5000
90116,22,3,92,0.1364
90118,18,6,40,0.3333
90119,18,4,81,0.2222
90120A,24,10,93,0.4167
90120B,24,3,105,0.1250
90120C,24,5,106,0.2083
90120D,24,11,134,0.4583
90121B,24,22,19,0.9167
90122A,23,8,55,0.3478
90122B,24,10,46,0.4167
90122C,24,7,53,0.2917
90123A,24,11,36,0.4583
90123B,23,13,26,0.5652
90123C,24,15,27,0.6250
90123D,24,12,29,0.5000
90124A,24,11,30,0.4583
90124B,24,6,39,0.2500
90124C,24,12,22,0.5000
90125A,24,15,149,0.6250
90125B,24,16,38,0.6667
90125C,24,20,92,0.8333
90125D,24,11,136,0.4583
90125E,24,17,18,0.7083
90126A,24,19,20,0.7917
90126B,24,22,3,0.9167
90126C,24,20,21,0.8333
90127A,13,11,14,0.8462
90127B,22,20,2,0.9091
90128A,23,16,31,0.6957
90128B,23,18,18,0.7826
90128C,24,18,17,0.7500
90128D,22,15,13,0.6818
90129A,24,4,151,0.1667
90129B,24,3,145,0.1250
90129C,24,6,106,0.2500
90129D,24,9,67,0.3750
90129E,24,5,129,0.2083
90129F,24,6,80,0.2500
90130A,24,14,28,0.5833
90130B,24,4,60,0.1667
90130C,24,11,24,0.4583
90130D,23,16,13,0.6957
90131,24,19,10,0.7917
90132,24,17,7,0.7083
90133,24,11,46,0.4583
90134,24,1,123,0.0417
90135,13,10,9,0.7692
90135A,21,17,11,0.8095
90136,13,10,4,0.7692
90137,24,16,26,0.6667
90138,24,13,23,0.5417
90139,24,21,23,0.8750
90140,24,17,9,0.7083
90141A,24,14,20,0.5833
90141B,24,16,12,0.6667
90141C,24,14,16,0.5833
90141D,23,18,7,0.7826
90141E,24,19,10,0.7917
90142A,18,14,5,0.7778
90142B,13,12,1,0.9231
90142C,13,12,1,0.9231
90142D,13,9,11,0.6923
90143,24,5,78,0.2083
90144,24,5,53,0.2083
90145,24,4,73,0.1667
90146,24,13,40,0.5417
90147,24,6,93,0.2500
90148,24,10,27,0.4167
90149,23,16,61,0.6957
90150,24,17,13,0.7083
90151,24,17,16,0.7083
90152A,24,17,7,0.7083
90152B,24,20,6,0.8333
90152C,20,16,7,0.8000
90154,18,11,59,0.6111
90155,24,11,29,0.4583
90156,23,15,25,0.6522
90157,23,11,53,0.4783
90158,24,2,74,0.0833
90159,24,11,38,0.4583
90160A,23,6,51,0.2609
90160B,24,5,71,0.2083
90160C,24,3,96,0.1250
90160D,24,9,76,0.3750
90161A,24,5,67,0.2083
90161B,24,4,139,0.1667
90161C,24,2,162,0.0833
90161D,24,4,126,0.1667
90162A,23,16,30,0.6957
90162B,21,10,55,0.4762
90162C,21,9,42,0.4286
90162D,23,15,29,0.6522
90163A,24,11,35,0.4583
90163B,24,18,12,0.7500
90164A,24,9,34,0.3750
90164B,24,6,66,0.2500
90165A,24,10,42,0.4167
90165B,24,9,49,0.3750
90166,24,7,39,0.2917
90167,24,12,2197,0.5000
90168,24,13,39,0.5417
90169,24,10,38,0.4167
90170,24,4,143,0.1667
90171,24,20,47,0.8333
90173,24,5,81,0.2083
90174,24,9,46,0.3750
90175A,24,2,102,0.0833
90175B,24,9,36,0.3750
90175C,24,14,37,0.5833
90175D,24,5,52,0.2083
90176A,24,17,10,0.7083
90176B,13,10,5,0.7692
90176C,24,18,10,0.7500
90176D,24,17,11,0.7083
90176E,4,2,3,0.5000
90177A,24,13,18,0.5417
90177B,24,11,28,0.4583
90177C,24,9,36,0.3750
90177D,24,10,45,0.4167
90177E,24,10,28,0.4167
90178A,24,14,27,0.5833
90178B,24,15,16,0.6250
90179A,23,18,11,0.7826
90179B,24,19,9,0.7917
90179C,18,9,18,0.5000
90180A,24,9,44,0.3750
90180B,24,15,16,0.6250
90181A,23,12,14,0.5217
90181B,24,11,23,0.4583
90181C,24,20,5,0.8333
90182A,13,8,8,0.6154
90182B,24,21,5,0.8750
90182C,24,15,16,0.6250
90183A,23,9,48,0.3913
90183B,24,10,26,0.4167
90183C,24,15,13,0.6250
90184A,24,10,42,0.4167
90184B,24,7,65,0.2917
90184C,24,7,72,0.2917
90185A,24,9,55,0.3750
90185B,24,10,66,0.4167
90185C,24,10,64,0.4167
90185D,24,11,69,0.4583
90186A,24,10,69,0.4167
90186B,24,8,57,0.3333
90187A,24,17,8,0.7083
90187B,24,13,18,0.5417
90188,24,11,20,0.4583
90189A,23,16,11,0.6957
90189B,22,20,3,0.9091
90190A,24,11,44,0.4583
90190B,24,11,45,0.4583
90190C,24,8,55,0.3333
90191,24,10,38,0.4167
90192,24,5,91,0.2083
90194,24,9,32,0.3750
90195A,24,10,64,0.4167
90195B,24,11,52,0.4583
90196A,24,17,19,0.7083
90196B,24,15,19,0.6250
90197B,24,5,62,0.2083
90197D,22,19,9,0.8636
90198A,24,1,133,0.0417
90198B,24,2,102,0.0833
90199A,24,13,22,0.5417
90199B,24,12,34,0.5000
90199C,24,9,99,0.3750
90199D,24,12,22,0.5000
90200A,24,2,155,0.0833
90200B,24,1,172,0.0417
90200C,24,8,206,0.3333
90200D,24,1,306,0.0417
90200E,24,1,196,0.0417
90201A,24,3,128,0.1250
90201B,24,1,147,0.0417
90201C,24,3,117,0.1250
90201D,24,1,132,0.0417
90202A,22,10,29,0.4545
90202B,24,13,23,0.5417
90202C,24,10,29,0.4167
90202D,24,8,46,0.3333
90203,24,14,71,0.5833
90204,24,8,48,0.3333
90205A,24,12,38,0.5000
90205C,24,8,78,0.3333
90206A,24,16,15,0.6667
90206C,24,6,74,0.2500
90208,24,6,151,0.2500
90209A,24,16,173,0.6667
90209B,24,2,380,0.0833
90209C,24,2,399,0.0833
90210A,24,13,87,0.5417
90210B,24,12,92,0.5000
90210C,24,16,96,0.6667
90210D,24,12,142,0.5000
90211A,24,14,27,0.5833
90211B,24,12,35,0.5000
90212B,24,10,37,0.4167
90212C,24,17,15,0.7083
90214A,24,2,188,0.0833
90214B,24,8,63,0.3333
90214C,24,4,138,0.1667
90214D,24,1,76,0.0417
90214E,24,3,117,0.1250
90214F,24,10,31,0.4167
90214G,24,4,75,0.1667
90214H,24,6,70,0.2500
90214I,24,11,49,0.4583
90214J,24,4,144,0.1667
90214K,24,1,128,0.0417
90214L,24,6,140,0.2500
90214M,24,5,126,0.2083
90214N,24,4,63,0.1667
90214O,24,16,23,0.6667
90214P,24,9,52,0.3750
90214R,24,7,78,0.2917
90214S,24,4,159,0.1667
90214T,24,10,45,0.4167
90214U,13,12,1,0.9231
90214V,22,7,26,0.3182
90214W,18,12,7,0.6667
90214Y,13,7,8,0.5385
90214Z,24,12,19,0.5000
DCGS0003,24,16,13,0.6667
DCGS0004,24,20,4,0.8333
DCGS0037,18,17,1,0.9444
DCGS0041,18,17,1,0.9444
DCGS0044,24,23,1,0.9583
DCGS0058,24,14,42,0.5833
DCGS0062,14,13,1,0.9286
DCGS0066N,24,23,2,0.9583
DCGS0068,24,22,2,0.9167
DCGS0069,21,17,5,0.8095
DCGS0070,20,18,2,0.9000
DCGS0072,24,23,4,0.9583
DCGS0075,20,19,1,0.9500
DCGS0076,24,15,17,0.6250
DCGSSBOY,18,8,76,0.4444
DCGSSGIRL,18,7,92,0.3889
