stock_code,selling_months,first_month,last_month,span_months,units
35638A,6,2010-01,2011-11,23,39
35638B,9,2009-12,2011-11,24,118
35644,4,2010-02,2010-11,10,21
35645,12,2009-12,2011-10,23,61
35646,17,2009-12,2011-12,25,642
35647,14,2009-12,2011-03,16,563
35648,18,2009-12,2011-12,25,1041
35649,16,2009-12,2011-12,25,1826
35650,3,2010-06,2011-08,15,3
35651,13,2009-12,2011-11,24,459
35652,2,2009-12,2010-03,4,18
35653,20,2009-12,2011-08,21,311
35654,5,2010-01,2010-08,8,12
35751C,1,2009-12,2009-12,1,31
35751D,1,2009-12,2009-12,1,28
35793,1,2009-12,2009-12,1,108
35809A,19,2009-12,2011-06,19,1147
35809B,10,2009-12,2011-04,17,104
35810A,23,2009-12,2011-10,23,1205
35810B,19,2009-12,2011-11,24,325
35811A,11,2009-12,2010-10,11,434
35815B,1,2009-12,2009-12,1,95
35815P,5,2010-10,2011-09,12,168
35816B,3,2009-12,2010-05,6,139
35816P,5,2010-02,2011-08,19,297
35817B,2,2009-12,2010-05,6,143
35817P,8,2010-05,2011-08,16,420
35818B,8,2010-04,2011-11,20,408
35818C,1,2009-12,2009-12,1,1
35818P,12,2010-05,2011-12,20,559
35819B,12,2009-12,2011-11,24,385
35819P,3,2011-09,2011-11,3,95
35821B,2,2009-12,2010-04,5,150
35821P,1,2009-12,2009-12,1,2
35822B,1,2010-01,2010-01,1,229
35822P,1,2010-01,2010-01,1,114
35823P,2,2010-02,2010-07,6,2
35824B,4,2009-12,2010-05,6,528
35824C,3,2009-12,2010-04,5,235
35824P,2,2010-03,2010-04,2,324
35832,9,2009-12,2010-11,12,1737
35833G,7,2009-12,2010-12,13,134
35833P,12,2009-12,2011-11,24,185
35837,1,2009-12,2009-12,1,2
35838A,4,2009-12,2010-09,10,180
35838B,4,2009-12,2010-09,10,100
35840,1,2009-12,2009-12,1,45
35909A,5,2010-02,2011-04,15,20
35909B,6,2009-12,2011-06,19,16
35910A,9,2009-12,2011-03,16,53
35910B,4,2010-01,2011-11,23,29
35911A,19,2009-12,2011-11,24,388
35911B,9,2009-12,2011-03,16,159
35912B,12,2010-01,2011-10,22,288
35913B,11,2010-01,2011-11,23,100
35914,13,2009-12,2011-10,23,243
35915A,1,2009-12,2009-12,1,288
35915B,12,2009-12,2011-09,22,563
35915C,14,2009-12,2011-04,17,662
35916A,18,2009-12,2011-10,23,129
35916B,16,2009-12,2011-10,23,132
35916C,15,2009-12,2011-10,23,157
35918B,2,2009-12,2010-02,3,10
35920,7,2010-01,2011-04,16,1070
35921,9,2010-01,2011-04,16,183
35922,11,2009-12,2011-04,17,97
35923,24,2009-12,2011-12,25,1545
35924,25,2009-12,2011-12,25,2164
35930,1,2009-12,2009-12,1,1
35931,6,2009-12,2010-11,12,156
35932,6,2009-12,2010-11,12,37
35933,11,2009-12,2011-11,24,319
35936,5,2009-12,2010-10,11,36
35937,5,2009-12,2010-10,11,188
35945,1,2009-12,2009-12,1,1
35950,1,2010-03,2010-03,1,1
35951,12,2009-12,2010-11,12,1352
35953,13,2009-12,2011-12,25,3868
35954,14,2009-12,2011-11,24,2181
35955,2,2009-12,2010-05,6,135
35957,12,2009-12,2011-01,14,3565
35958,9,2009-12,2010-12,13,1131
35961,25,2009-12,2011-12,25,11430
35962,8,2009-12,2010-10,11,581
35963,9,2009-12,2010-09,10,101
35964,14,2009-12,2011-12,25,1187
35965,23,2009-12,2011-11,24,629
35966,8,2009-12,2011-08,21,255
35967,19,2009-12,2011-12,25,936
35968,18,2009-12,2011-11,24,761
35969,11,2009-12,2010-11,12,523
35970,21,2010-03,2011-12,22,8375
35971,25,2009-12,2011-12,25,1963
35972,21,2009-12,2011-11,24,440
35973,3,2009-12,2010-03,4,49
35974,1,2009-12,2009-12,1,1
35976B,1,2009-12,2009-12,1,1
35979,3,2009-12,2010-04,5,94
35980B,2,2009-12,2010-05,6,4
35980C,9,2009-12,2010-10,11,377
35981C,7,2009-12,2010-10,11,589
35991,9,2009-12,2010-11,12,402
35995,1,2009-12,2009-12,1,5
35999,1,2009-12,2009-12,1,1
37112,3,2009-12,2010-02,3,10
37326,2,2010-01,2010-03,3,2
37327,17,2009-12,2011-11,24,1739
37330,11,2010-01,2011-03,15,517
37333,16,2009-12,2011-05,18,145
37340,25,2009-12,2011-12,25,13665
37342,19,2009-12,2011-09,22,1629
37343,15,2009-12,2011-03,16,1110
37345,2,2009-12,2010-01,2,321
37348,4,2009-12,2010-03,4,14
37351,9,2009-12,2011-03,16,5404
37352,7,2009-12,2010-11,12,4643
37370,22,2009-12,2011-11,24,7145
37379A,6,2009-12,2011-01,14,41
37379B,1,2010-03,2010-03,1,1122
37399,1,2009-12,2009-12,1,143
37408,1,2009-12,2009-12,1,5
37409,3,2010-01,2010-04,4,7
37410,5,2009-12,2010-04,5,25707
37413,11,2011-02,2011-12,11,703
37422,6,2009-12,2010-05,6,434
37423,13,2009-12,2011-03,16,6168
37424,12,2009-12,2010-11,12,5249
37432,1,2009-12,2009-12,1,6
37438,1,2009-12,2009-12,1,1
37441,8,2009-12,2010-08,9,700
37444A,19,2009-12,2011-07,20,2709
37444B,13,2009-12,2011-03,16,2010
37444C,15,2009-12,2011-03,16,1654
37446,21,2009-12,2011-12,25,3691
37447,25,2009-12,2011-12,25,2891
37448,25,2009-12,2011-12,25,4549
37449,23,2009-12,2011-12,25,2382
37450,25,2009-12,2011-12,25,2444
37451,1,2010-02,2010-02,1,1
37461,13,2009-12,2010-12,13,742
37462B,8,2009-12,2010-10,11,170
37462E,17,2010-01,2011-12,24,107
37464,13,2009-12,2010-12,13,316
37467,19,2009-12,2011-10,23,273
37468,8,2009-12,2011-10,23,65
37471,9,2009-12,2011-10,23,1405
37474,12,2009-12,2010-12,13,63
37475,23,2009-12,2011-12,25,116
37476,21,2009-12,2011-10,23,209
37477B,6,2009-12,2010-11,12,11
37477C,1,2010-11,2010-11,1,6
37479B,15,2010-01,2011-06,18,1253
37479P,13,2010-06,2011-11,18,170
37481,1,2010-06,2010-06,1,6
37482B,6,2009-12,2010-08,9,1252
37482P,16,2009-12,2011-04,17,669
37483,2,2010-05,2010-06,2,143
37484,1,2009-12,2009-12,1,1
37485,3,2009-12,2010-02,3,49
37487B,1,2011-04,2011-04,1,68
37488A,4,2010-02,2011-04,15,31
37489A,16,2009-12,2011-11,24,46
37489B,12,2010-02,2011-11,22,38
37489C,9,2009-12,2011-09,22,27
37489D,14,2010-01,2011-12,24,46
37491A,11,2009-12,2011-10,23,18
37491B,5,2010-01,2011-07,19,14
37491C,7,2009-12,2011-07,20,58
37491D,9,2010-01,2011-07,19,26
37492A,1,2009-12,2009-12,1,108
37492B,10,2009-12,2010-10,11,489
37492C,6,2009-12,2010-05,6,242
37492D,6,2009-12,2010-05,6,361
37494A,4,2009-12,2010-04,5,241
37495,25,2009-12,2011-12,25,1560
37500,25,2009-12,2011-12,25,881
37501,21,2009-12,2011-08,21,481
37502,8,2009-12,2010-07,8,868
37503,9,2009-12,2010-08,9,2465
37506,9,2009-12,2010-08,9,32
37508,9,2009-12,2010-08,9,89
37509,8,2010-03,2010-12,10,28
40001,24,2009-12,2011-11,24,2484
40002,1,2009-12,2009-12,1,78
40003,18,2009-12,2011-06,19,1150
40005B,10,2010-03,2011-11,21,33
40016,22,2009-12,2011-09,22,15435
40018E,7,2009-12,2010-07,8,384
40018F,10,2009-12,2010-09,10,1092
40046A,16,2009-12,2011-10,23,355
40046C,1,2009-12,2009-12,1,3
44089A,9,2010-02,2011-11,22,40
44089C,9,2010-02,2011-09,20,68
44091A,4,2010-03,2011-07,17,18
44091C,9,2009-12,2010-08,9,61
44092B,6,2010-07,2011-09,15,15
44092C,7,2009-12,2011-10,23,23
44217M,1,2010-02,2010-02,1,72
44228,3,2010-11,2011-08,10,48
44230,10,2009-12,2010-10,11,347
44234,23,2009-12,2011-12,25,1213
44235,15,2010-01,2011-12,24,816
44236,8,2010-01,2011-08,20,64
44241C,5,2010-01,2010-08,8,70
44242A,2,2010-03,2011-07,17,14
44242B,7,2009-12,2011-09,22,109
44265,4,2009-12,2011-02,15,8
45008C,8,2009-12,2010-07,8,83
45013,6,2010-05,2011-10,18,48
45014,1,2010-07,2010-07,1,1
45016,10,2009-12,2010-09,10,101
46000M,25,2009-12,2011-12,25,2517
46000P,15,2009-12,2011-09,22,213
46000R,21,2010-01,2011-12,24,243
46000S,25,2009-12,2011-12,25,3471
46000U,22,2009-12,2011-12,25,251
46037A,2,2010-05,2010-08,4,6
46115B,9,2010-05,2011-03,11,286
46118,21,2009-12,2011-12,25,373
46126A,15,2009-12,2011-05,18,317
46137D,3,2010-01,2010-03,3,45
46138B,15,2009-12,2011-11,24,71
46138D,1,2010-03,2010-03,1,1
46307,7,2009-12,2010-07,8,51
46775A,3,2009-12,2010-02,3,83
46775B,1,2009-12,2009-12,1,5
46775D,25,2009-12,2011-12,25,153
46775E,7,2009-12,2010-09,10,101
46776A,25,2009-12,2011-12,25,411
46776B,25,2009-12,2011-12,25,429
46776C,21,2009-12,2011-12,25,258
46776D,23,2009-12,2011-12,25,153
46776E,23,2010-01,2011-12,24,206
46776F,25,2009-12,2011-12,25,494
47013A,10,2009-12,2011-04,17,141
47013C,12,2009-12,2011-06,19,147
47016,4,2009-12,2011-11,24,31
47021G,19,2009-12,2011-06,19,713
47310M,25,2009-12,2011-12,25,746
47341A,6,2010-09,2011-06,10,29
47341B,9,2009-12,2011-11,24,48
47343A,12,2009-12,2011-08,21,200
47344B,8,2009-12,2011-06,19,54
47347B,4,2009-12,2010-03,4,240
47348A,9,2010-04,2011-09,18,103
47351B,13,2009-12,2011-11,24,98
47367B,22,2009-12,2011-10,23,242
47369A,11,2010-03,2011-12,22,48
47369B,12,2009-12,2011-12,25,54
47420,18,2009-12,2011-12,25,358
47421,21,2010-02,2011-12,23,1463
47422,22,2010-02,2011-12,23,1177
47469,17,2010-01,2011-12,24,1220
47471,23,2009-12,2011-12,25,428
47480,25,2009-12,2011-12,25,1638
47481,21,2009-12,2011-11,24,326
47502,10,2009-12,2010-09,10,640
47503A,21,2009-12,2011-11,24,2853
47503E,7,2009-12,2010-09,10,6842
47503F,3,2009-12,2010-03,4,2567
47503G,4,2009-12,2010-03,4,284
47503H,23,2009-12,2011-12,25,160
47503J,12,2009-12,2010-12,13,344
47503K,7,2009-12,2010-06,7,3177
47504E,11,2009-12,2010-10,11,4387
47504F,3,2009-12,2010-02,3,527
47504G,6,2009-12,2010-05,6,266
47504H,25,2009-12,2011-12,25,1028
47504J,1,2009-12,2009-12,1,5
47504K,24,2009-12,2011-11,24,2654
47505,6,2009-12,2010-06,7,737
47518F,19,2009-12,2011-11,24,912
47552A,6,2009-12,2010-06,7,12
47554,1,2009-12,2009-12,1,1
47556,1,2009-12,2009-12,1,1
47556B,14,2009-12,2011-04,17,5205
47559B,25,2009-12,2011-12,25,5270
47562,4,2009-12,2010-03,4,104
47563A,24,2009-12,2011-12,25,343
47563B,4,2010-02,2010-11,10,8
47566,25,2009-12,2011-12,25,28200
47566B,24,2009-12,2011-12,25,6013
47567B,25,2009-12,2011-12,25,2169
47568,9,2009-12,2010-08,9,2384
47569,1,2009-12,2009-12,1,1
47570,5,2009-12,2010-04,5,220
47570B,16,2009-12,2011-03,16,981
47574A,18,2009-12,2011-10,23,573
47574B,11,2010-01,2011-05,17,49
47578A,23,2009-12,2011-12,25,307
47579,12,2009-12,2010-12,13,185
47580,25,2009-12,2011-12,25,1662
47581B,6,2009-12,2010-05,6,46
47583A,2,2010-01,2010-02,2,71
47583B,2,2009-12,2010-02,3,27
47585A,25,2009-12,2011-12,25,1084
47586A,16,2009-12,2011-11,24,200
47587A,5,2009-12,2010-05,6,2706
47589,14,2009-12,2011-05,18,183
47590A,24,2009-12,2011-12,25,4753
47590B,25,2009-12,2011-12,25,5751
47591A,9,2009-12,2010-08,9,163
47591B,16,2009-12,2011-12,25,1062
47591C,9,2009-12,2010-08,9,1055
47591D,25,2009-12,2011-12,25,9643
47592A,10,2009-12,2010-09,10,331
47592B,8,2009-12,2010-07,8,67
47593A,16,2009-12,2011-03,16,304
47593B,25,2009-12,2011-12,25,2347
47594A,20,2009-12,2011-11,24,345
47594B,24,2009-12,2011-11,24,408
47597,8,2009-12,2010-08,9,322
47598,7,2009-12,2010-06,7,138
47599A,24,2009-12,2011-12,25,5967
47599B,24,2010-01,2011-12,24,3492
48103,7,2009-12,2010-07,8,35
48111,25,2009-12,2011-12,25,4248
48116,25,2009-12,2011-12,25,3452
48129,25,2009-12,2011-12,25,3127
48138,25,2009-12,2011-12,25,10077
48173A,1,2010-01,2010-01,1,1
48173C,25,2009-12,2011-12,25,4147
48175,1,2009-12,2009-12,1,39
48179,1,2009-12,2009-12,1,34
48184,25,2009-12,2011-12,25,4715
48185,25,2009-12,2011-12,25,6822
48187,25,2009-12,2011-12,25,7314
48188,25,2009-12,2011-12,25,4872
48189,17,2009-12,2011-04,17,1321
48194,25,2009-12,2011-12,25,7726
48195,8,2009-12,2010-07,8,269
48197,8,2009-12,2010-07,8,898
51008,18,2009-12,2011-11,24,2604
51012C,3,2009-12,2010-02,3,171
51012L,1,2009-12,2009-12,1,10
51014A,25,2009-12,2011-12,25,6671
51014C,25,2009-12,2011-12,25,4269
51014L,24,2009-12,2011-12,25,3445
51020A,17,2009-12,2011-04,17,1303
51020B,16,2009-12,2011-04,17,1084
62018,25,2009-12,2011-12,25,9567
62043B,5,2010-04,2011-05,14,54
62074B,11,2009-12,2011-07,20,38
62086A,12,2010-03,2011-06,16,113
62094B,14,2010-01,2011-02,14,305
62095B,7,2010-02,2010-11,10,292
62096A,14,2010-01,2011-02,14,383
62096B,13,2009-12,2011-03,16,257
62097A,3,2009-12,2010-08,9,3
62097B,3,2010-06,2011-05,12,11
70006,23,2009-12,2011-12,25,4438
70007,19,2009-12,2011-12,25,1306
71028B,2,2009-12,2010-01,2,494
71038,23,2009-12,2011-11,24,717
71050,6,2010-06,2011-12,19,51
71053,25,2009-12,2011-12,25,4769
71101A,1,2009-12,2009-12,1,6
71101E,20,2009-12,2011-11,24,777
71143,19,2009-12,2011-07,20,349
71215,8,2009-12,2011-05,18,177
71270,24,2009-12,2011-12,25,370
71279,23,2009-12,2011-11,24,293
71403,23,2009-12,2011-11,24,176
71406C,18,2009-12,2011-11,24,210
71434B,2,2010-01,2010-03,3,2
71459,25,2009-12,2011-12,25,32989
71477,24,2009-12,2011-12,25,15089
71495A,12,2010-02,2011-11,22,225
71495B,14,2010-01,2011-11,23,294
71496A,13,2010-03,2011-11,21,244
71496B,5,2010-04,2011-11,20,15
71510,12,2009-12,2011-11,24,177
72008,12,2009-12,2010-11,12,3819
72023F,7,2009-12,2010-08,9,640
72024U,9,2009-12,2011-06,19,220
72038P,7,2009-12,2010-08,9,1050
72045D,3,2009-12,2010-03,4,539
72051S,16,2009-12,2011-04,17,300
72083A,2,2010-02,2010-03,2,24
72084B,1,2010-03,2010-03,1,2
72122,25,2009-12,2011-12,25,586
72127,21,2009-12,2011-11,24,366
72128,23,2009-12,2011-12,25,714
72129,9,2009-12,2010-09,10,74
72130,21,2009-12,2011-11,24,753
72131,18,2009-12,2011-11,24,748
72132,14,2009-12,2011-11,24,549
72133,17,2009-12,2011-12,25,109
72134,17,2009-12,2011-12,25,339
72140E,14,2009-12,2011-10,23,218
72140F,7,2009-12,2010-11,12,175
72225C,20,2009-12,2011-11,24,1926
72225D,5,2009-12,2010-05,6,962
72232,25,2009-12,2011-12,25,6268
72267,4,2009-12,2010-03,4,265
72349B,25,2009-12,2011-12,25,2194
72351A,25,2009-12,2011-12,25,3765
72351B,25,2009-12,2011-12,25,5785
72369A,13,2009-12,2011-11,24,67
72484,4,2009-12,2010-03,4,1818
72487,1,2009-12,2009-12,1,827
72529W,6,2009-12,2010-09,10,465
72586,24,2009-12,2011-12,25,2303
72598,25,2009-12,2011-12,25,1244
72606A,8,2010-01,2010-10,10,226
72708,3,2009-12,2010-08,9,44
72709,11,2010-04,2011-11,20,74
72715,6,2010-02,2010-08,7,88
72724,1,2009-12,2009-12,1,36
72728,9,2009-12,2010-08,9,643
72739B,2,2009-12,2010-01,2,394
72739C,2,2009-12,2010-01,2,326
72740A,2,2009-12,2010-01,2,65
72740B,1,2010-01,2010-01,1,1
72741,25,2009-12,2011-12,25,19712
72750A,5,2009-12,2010-04,5,383
72750B,11,2009-12,2010-11,12,496
72750C,3,2009-12,2010-03,4,232
72750D,2,2009-12,2010-01,2,110
72751A,1,2009-12,2009-12,1,1
72751B,1,2009-12,2009-12,1,1
72751C,1,2010-02,2010-02,1,1
72752A,1,2009-12,2009-12,1,1
72752B,1,2009-12,2009-12,1,3
72753A,2,2009-12,2010-01,2,315
72753B,4,2009-12,2010-03,4,445
72753C,2,2009-12,2010-01,2,43
72753D,2,2009-12,2010-01,2,144
72754A,3,2009-12,2010-02,3,292
72754B,2,2009-12,2010-01,2,170
72754D,1,2009-12,2009-12,1,1
72755C,4,2009-12,2010-03,4,592
72755D,4,2009-12,2010-03,4,533
72756,3,2009-12,2010-06,7,4012
72760B,23,2009-12,2011-12,25,1699
72771B,1,2009-12,2009-12,1,117
72771C,1,2009-12,2009-12,1,54
72772,2,2009-12,2010-01,2,457
72779,6,2009-12,2010-05,6,48
72780,23,2009-12,2011-12,25,514
72781,8,2009-12,2010-10,11,121
72783,8,2009-12,2011-12,25,43
72785A,3,2009-12,2010-02,3,8
72785B,2,2009-12,2010-01,2,9
72789,8,2009-12,2010-10,11,122
72793,6,2009-12,2010-10,11,55
72796A,4,2009-12,2010-04,5,11
72796B,6,2009-12,2010-07,8,27
72796C,1,2010-01,2010-01,1,1
72798C,10,2009-12,2011-02,15,28
72799A,7,2009-12,2010-08,9,612
72799B,2,2009-12,2010-01,2,322
72799C,16,2009-12,2011-12,25,471
72799D,9,2009-12,2010-09,10,78
72799E,24,2009-12,2011-12,25,1232
72799F,21,2009-12,2011-11,24,1125
72800A,6,2009-12,2010-05,6,674
72800B,23,2009-12,2011-12,25,985
72800C,22,2009-12,2011-12,25,660
72800D,23,2009-12,2011-11,24,631
72800E,25,2009-12,2011-12,25,1388
72800F,12,2009-12,2010-11,12,822
72801C,23,2009-12,2011-12,25,770
72801D,25,2009-12,2011-12,25,656
72801E,9,2009-12,2010-09,10,776
72801F,2,2009-12,2010-01,2,234
72801G,18,2009-12,2011-11,24,1333
72802A,25,2009-12,2011-12,25,923
72802B,24,2009-12,2011-11,24,1559
72802C,24,2009-12,2011-11,24,2185
72803A,22,2009-12,2011-11,24,724
72803B,12,2009-12,2010-12,13,93
72805,3,2009-12,2010-02,3,10
72807A,24,2009-12,2011-11,24,933
72807B,24,2009-12,2011-11,24,1085
72807C,24,2009-12,2011-11,24,2043
72811,14,2009-12,2011-12,25,445
72812,16,2009-12,2011-12,25,105
72814,7,2009-12,2010-11,12,266
72815,8,2009-12,2011-01,14,282
72816,14,2009-12,2011-10,23,1344
72817,16,2009-12,2011-11,24,1553
72818,12,2009-12,2011-10,23,2394
72819,24,2009-12,2011-12,25,694
72821,7,2010-01,2011-02,14,61
75011,11,2009-12,2011-11,24,181
75013B,13,2009-12,2011-01,14,390
75049L,22,2009-12,2011-12,25,13968
75131,17,2009-12,2011-04,17,1217
75149N,6,2009-12,2010-05,6,272
75172,7,2010-06,2011-07,14,97
75178,15,2010-02,2011-12,23,497
77079,5,2010-03,2011-06,16,64
77081,9,2009-12,2010-08,9,242
77101A,16,2009-12,2011-03,16,1082
78026,2,2010-01,2010-09,9,12
78027,5,2010-01,2010-09,9,6
78033,11,2010-01,2011-10,22,76
78034B,8,2010-06,2011-10,17,15
78056,1,2009-12,2009-12,1,3
78124,16,2009-12,2011-11,24,730
79000,22,2009-12,2011-09,22,11973
79026B,11,2009-12,2011-05,18,69
79029,9,2009-12,2010-08,9,2944
79030A,4,2009-12,2010-07,8,171
79030D,20,2009-12,2011-11,24,1009
79030G,19,2009-12,2011-06,19,1751
79051A,20,2009-12,2011-12,25,939
79062D,3,2011-02,2011-08,7,52
79063C,8,2011-03,2011-12,10,235
79063D,6,2011-02,2011-11,10,189
79065A,1,2009-12,2009-12,1,4
79066K,25,2009-12,2011-12,25,1403
79067,13,2009-12,2010-12,13,1615
79070B,1,2009-12,2009-12,1,1
79071B,16,2010-02,2011-06,17,142
79072,4,2009-12,2010-03,4,284
79140,2,2010-02,2010-06,5,15
79144B,24,2009-12,2011-12,25,350
79144C,24,2009-12,2011-12,25,306
79149B,10,2009-12,2011-12,25,29
79151B,2,2010-12,2011-11,12,11
79157B,3,2010-02,2011-12,23,5
79157V,2,2011-10,2011-11,2,5
79160,24,2009-12,2011-12,25,944
79161A,8,2010-03,2011-11,21,51
79163,20,2009-12,2011-09,22,1833
79164,20,2009-12,2011-11,24,3653
79172D,4,2010-03,2010-10,8,24
79190A,25,2009-12,2011-12,25,790
79190B,25,2009-12,2011-12,25,1485
79190D,25,2009-12,2011-12,25,641
79191B,24,2009-12,2011-12,25,479
79191C,25,2009-12,2011-12,25,1619
79191D,20,2009-12,2011-12,25,138
79192A,13,2009-12,2011-02,15,114
79301,1,2010-01,2010-01,1,1
79302M,24,2009-12,2011-12,25,628
79303A,1,2010-01,2010-01,1,2
79303B,6,2009-12,2010-08,9,109
79303D,6,2009-12,2010-08,9,78
79308B,1,2010-06,2010-06,1,144
79315W,7,2009-12,2010-08,9,199
79320,10,2009-12,2010-09,10,904
79321,25,2009-12,2011-12,25,15841
79323B,7,2009-12,2011-02,15,242
79323G,5,2009-12,2010-04,5,314
79323GR,5,2009-12,2010-04,5,532
79323LP,7,2009-12,2010-10,11,1433
79323P,7,2009-12,2011-01,14,2281
79323S,6,2009-12,2010-09,10,334
79323W,9,2009-12,2010-09,10,3004
79328,5,2009-12,2010-07,8,594
79329,5,2009-12,2011-04,17,100
79331,8,2010-02,2011-04,15,60
79336,12,2009-12,2011-09,22,840
79337,16,2010-01,2011-07,19,1194
79338,4,2009-12,2010-03,4,553
79341,5,2009-12,2010-04,5,725
79342B,5,2009-12,2010-04,5,120
79403,19,2009-12,2011-12,25,216
79406,17,2009-12,2011-12,25,259
79413,4,2009-12,2010-05,6,30
79532,5,2010-06,2010-10,5,97
79534,9,2009-12,2010-10,11,116
81950B,14,2009-12,2011-08,21,216
81950V,8,2009-12,2011-07,20,32
81952B,7,2010-01,2011-07,19,254
81952V,16,2009-12,2011-11,24,464
81953B,4,2010-05,2011-07,15,14
81953P,4,2010-02,2011-07,18,33
81985A,6,2009-12,2010-08,9,23
82001S,25,2009-12,2011-12,25,3051
82011A,18,2010-02,2011-11,22,59
82011B,21,2009-12,2011-11,24,93
82011C,19,2009-12,2011-11,24,131
82011E,1,2010-02,2010-02,1,2
82069,6,2009-12,2010-10,11,17
82072,3,2010-02,2010-08,7,5
82076,2,2009-12,2010-01,2,290
82081,3,2009-12,2010-02,3,174
82093,2,2009-12,2010-01,2,139
82095,17,2009-12,2011-07,20,100
82482,23,2009-12,2011-12,25,16914
82483,24,2009-12,2011-12,25,4878
82484,21,2010-04,2011-12,21,9831
82486,25,2009-12,2011-12,25,4728
82494L,25,2009-12,2011-12,25,15679
82545A,7,2010-01,2010-10,10,31
82551,25,2009-12,2011-12,25,5641
82552,25,2009-12,2011-12,25,6955
82553,3,2009-12,2010-02,3,114
82567,25,2009-12,2011-12,25,1207
82578,25,2009-12,2011-12,25,5595
82580,25,2009-12,2011-12,25,13249
82581,25,2009-12,2011-12,25,8399
82582,24,2009-12,2011-12,25,7479
82583,25,2009-12,2011-12,25,12877
82585,4,2009-12,2010-03,4,164
82587,6,2009-12,2010-05,6,128
82597,12,2009-12,2010-11,12,1210
82599,18,2009-12,2011-05,18,2505
82600,25,2009-12,2011-12,25,12675
82605,14,2009-12,2011-03,16,268
82607A,11,2009-12,2010-10,11,663
82607C,4,2009-12,2010-03,4,115
82607E,7,2009-12,2010-10,11,101
82613A,20,2009-12,2011-07,20,495
82613B,25,2009-12,2011-12,25,910
82613C,25,2009-12,2011-12,25,783
82613D,25,2009-12,2011-12,25,1186
82615,13,2009-12,2010-12,13,582
82616A,10,2009-12,2010-10,11,316
82616B,21,2009-12,2011-12,25,606
82616C,23,2009-12,2011-12,25,632
84006,25,2009-12,2011-12,25,1856
84007,11,2009-12,2010-11,12,157
84012,24,2009-12,2011-12,25,1838
84016,9,2009-12,2011-09,22,1004
84029C,2,2009-12,2010-01,2,205
84029D,3,2009-12,2010-02,3,51
84029E,25,2009-12,2011-12,25,10628
84029G,25,2009-12,2011-12,25,6830
84030B,3,2010-01,2010-03,3,6
84030C,3,2009-12,2010-03,4,53
84030E,21,2009-12,2011-12,25,2242
84031A,24,2009-12,2011-12,25,1099
84031B,23,2009-12,2011-12,25,840
84032A,25,2009-12,2011-12,25,3234
84032B,25,2009-12,2011-12,25,3285
84033,13,2010-01,2011-09,21,392
84050,24,2009-12,2011-11,24,9853
84051,20,2009-12,2011-12,25,746
84077,25,2009-12,2011-12,25,106139
84078A,25,2009-12,2011-12,25,1128
84081,7,2009-12,2010-07,8,100
84086B,10,2010-05,2011-12,20,24
84086C,22,2009-12,2011-11,24,297
84192,17,2010-02,2011-12,23,226
84199,21,2009-12,2011-12,25,554
84201B,6,2009-12,2011-11,24,39
84201C,2,2010-08,2011-08,13,10
84205C,1,2010-03,2010-03,1,2
84206A,6,2009-12,2011-11,24,79
84206B,2,2010-08,2011-11,16,9
84206C,4,2009-12,2011-11,24,10
84212,25,2009-12,2011-12,25,24794
84218,8,2010-01,2011-03,15,261
84219,3,2010-01,2010-03,3,137
84226,8,2010-02,2011-06,17,77
84227,4,2010-02,2011-03,14,112
84228,10,2009-12,2011-11,24,354
84231,8,2010-01,2011-11,23,230
84247C,4,2009-12,2010-11,12,72
84247E,13,2010-06,2011-12,19,376
84247G,20,2009-12,2011-07,20,1414
84247H,7,2009-12,2010-06,7,42
84247J,1,2009-12,2009-12,1,10
84247K,17,2009-12,2011-10,23,75
84247L,16,2009-12,2011-04,17,1137
84247N,20,2010-01,2011-11,23,113
84249A,17,2010-02,2011-12,23,252
84249D,9,2009-12,2010-08,9,823
84250M,7,2009-12,2010-07,8,28
84251B,17,2010-03,2011-09,19,319
84251C,17,2009-12,2011-08,21,247
84251F,10,2009-12,2010-09,10,341
84251G,22,2009-12,2011-12,25,472
84251J,5,2009-12,2010-06,7,74
84255A,2,2009-12,2010-01,2,2
84255B,4,2009-12,2010-03,4,65
84270,13,2009-12,2010-12,13,22936
84279B,12,2009-12,2011-06,19,808
84279P,25,2009-12,2011-12,25,1145
84288B,7,2009-12,2010-06,7,61
84292,6,2009-12,2010-06,7,44
84292B,4,2010-01,2010-04,4,8
84306,11,2009-12,2011-03,16,48
84311,1,2010-02,2010-02,1,11
84313A,9,2009-12,2010-10,11,38
84313B,17,2009-12,2011-04,17,227
84313C,17,2010-01,2011-06,18,548
84327A,9,2009-12,2010-08,9,959
84340,1,2009-12,2009-12,1,21
84341B,15,2009-12,2011-11,24,1757
84347,24,2009-12,2011-12,25,31409
84352,14,2009-12,2011-09,22,206
84356,24,2009-12,2011-12,25,750
84358,18,2009-12,2011-08,21,121
84360,21,2009-12,2011-12,25,179
84366,2,2010-02,2010-05,4,3
84367,6,2009-12,2010-08,9,74
84371,2,2009-12,2010-01,2,30
84375,25,2009-12,2011-12,25,7575
84378,25,2009-12,2011-12,25,11637
84380,25,2009-12,2011-12,25,10405
84387A,1,2011-07,2011-07,1,11
84388,7,2009-12,2011-04,17,70
84396,3,2009-12,2010-02,3,552
84402B,2,2010-11,2011-07,9,62
84402D,4,2009-12,2010-03,4,373
84405A,11,2009-12,2010-10,11,129
84406B,25,2009-12,2011-12,25,7133
84414B,3,2009-12,2010-03,4,78
