stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
17084A,TRANQUILITY MASALA INCENSE,2011-11,2011-12,M2_gbm_poisson,9.077137,31.746395,product,18,1.645000,52.222820,62,3.497402,C,0,8.333333,3,22,Forecast,20260818T075922Z-deb02f
17084G,MOON INCENSE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17084J,LOVE POTION MASALA INCENSE,2011-11,2011-12,M2_gbm_poisson,8.907193,26.863452,product,18,1.645000,44.190378,54,3.015928,C,0,8.333333,3,24,Forecast,20260818T075922Z-deb02f
17084N,FAIRY DREAMS INCENSE,2011-11,2011-12,M2_gbm_poisson,75.995214,54.119274,product,18,1.645000,89.026205,166,0.712141,C,162,163.333333,1,24,Forecast,20260818T075922Z-deb02f
17084P,DRAGONS BLOOD INCENSE,2011-11,2011-12,M2_gbm_poisson,43.567276,22.955911,product,18,1.645000,37.762474,82,0.526907,C,38,39.666667,1,24,Forecast,20260818T075922Z-deb02f
17084R,ASSORTED INCENSE PACK,2011-11,2011-12,M2_gbm_poisson,118.108276,298.286073,product,18,1.645000,490.680590,609,2.525531,B,216,312.000000,1,24,Forecast,20260818T075922Z-deb02f
17090A,LAVENDER INCENSE 40 CONES IN TIN,2011-11,2011-12,M2_gbm_poisson,14.643089,7.916491,product,18,1.645000,13.022628,28,0.540630,C,9,5.000000,1,24,Forecast,20260818T075922Z-deb02f
17090D,VANILLA INCENSE 40 CONES IN TIN,2011-11,2011-12,M2_gbm_poisson,2.085133,5.076200,product,18,1.645000,8.350349,11,2.434473,C,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
17091A,LAVENDER INCENSE IN TIN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17091B,JASMINE TEA INCENSE IN TIN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17091F,SANDALWOOD INCENSE IN TIN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17091J,VANILLA INCENSE IN TIN,2011-11,2011-12,M2_gbm_poisson,89.556654,128.746612,product,18,1.645000,211.788176,302,1.437600,B,182,153.333333,1,24,Forecast,20260818T075922Z-deb02f
17096,ASSORTED LAQUERED INCENSE HOLDERS,2011-11,2011-12,M2_gbm_poisson,2.287662,131.029668,product,18,1.645000,215.543803,218,57.276673,B,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",2011-11,2011-12,M2_gbm_poisson,32.610561,16.395406,product,18,1.645000,26.970443,60,0.502764,C,15,18.666667,1,24,Forecast,20260818T075922Z-deb02f
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17109A,FLOWER FAIRY INCENSE LILY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17109B,FLOWER FAIRY INCENSE LAVENDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17109C,FLOWER FAIRY INCENSE ROSE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17109D,FLOWER FAIRY INCENSE BOUQUET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17129D,CLEAR COLOUR GLASS GEMS IN BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17129F,BLUE GLASS GEMS IN BAG,2011-11,2011-12,M2_gbm_poisson,24.053807,48.567011,product,18,1.645000,79.892733,104,2.019099,B,1,17.666667,1,24,Forecast,20260818T075922Z-deb02f
17136A,BLUE STONES ON WIRE FOR CANDLE,2011-11,2011-12,M2_gbm_poisson,62.013459,62.489144,product,18,1.645000,102.794641,165,1.007671,C,96,63.666667,1,24,Forecast,20260818T075922Z-deb02f
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17164D,ASS COL SMALL SAND FROG P'WEIGHT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17165D,ASS COL LARGE SAND FROG P'WEIGHT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17174,ASSTD RASTA KEY-CHAINS,2011-11,2011-12,M2_gbm_poisson,14.798043,3.280252,product,13,1.645000,5.396015,21,0.221668,C,8,2.666667,1,22,Forecast,20260818T075922Z-deb02f
17178,FLAT PALM T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17181,CIRCLE OF FRIENDS CANDLE HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,2011-11,2011-12,M2_gbm_poisson,5.540197,4.103466,product,12,1.645000,6.750202,13,0.740671,C,2,0.666667,1,24,Forecast,20260818T075922Z-deb02f
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,2011-11,2011-12,M2_gbm_poisson,3.436533,81.941226,product,18,1.645000,134.793317,139,23.844154,C,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
18010,ASSORTED FRAGRANCE BATH CONFETTI,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
18094C,WHITE AND BLUE CERAMIC OIL BURNER,2011-11,2011-12,M2_gbm_poisson,9.788058,23.856665,product,18,1.645000,39.244214,50,2.437324,C,0,8.333333,2,24,Forecast,20260818T075922Z-deb02f
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,2.141533,1.858661,product,18,1.645000,3.057498,6,0.867912,C,0,0.000000,6,21,Forecast,20260818T075922Z-deb02f
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,33.153885,41.232811,product,18,1.645000,67.827974,101,1.243680,A,26,14.666667,1,24,Forecast,20260818T075922Z-deb02f
18098A,PINK PORCELAIN B'FLY OIL BURNER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
18098B,BLUE PORCELAIN B'FLY OIL BURNER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
18098C,PORCELAIN BUTTERFLY OIL BURNER,2011-11,2011-12,M2_gbm_poisson,3.021769,12.624561,product,18,1.645000,20.767403,24,4.177871,A,0,0.000000,4,24,Forecast,20260818T075922Z-deb02f
20615,BLUE POLKADOT PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,52.038571,23.084823,product,18,1.645000,37.974534,91,0.443610,C,75,35.000000,1,24,Forecast,20260818T075922Z-deb02f
20616,CHERRY BLOSSOM PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,30.837796,13.775207,product,18,1.645000,22.660216,54,0.446699,C,25,11.333333,1,24,Forecast,20260818T075922Z-deb02f
20617,FIRST CLASS PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,15.501440,22.011421,product,18,1.645000,36.208787,52,1.419960,C,12,6.000000,1,24,Forecast,20260818T075922Z-deb02f
20618,QUEEN OF THE SKIES PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,16.696545,18.625978,product,18,1.645000,30.639734,48,1.115559,C,10,5.333333,1,24,Forecast,20260818T075922Z-deb02f
20619,TROPICAL PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,14.267031,15.233493,product,18,1.645000,25.059095,40,1.067741,C,8,5.333333,1,24,Forecast,20260818T075922Z-deb02f
20620,RED SPOTTY PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20621,ECONOMY PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20622,VIPPASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,20.025278,15.151431,product,18,1.645000,24.924104,45,0.756615,B,17,7.000000,1,24,Forecast,20260818T075922Z-deb02f
20652,BLUE POLKADOT LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,44.173338,14.691380,product,18,1.645000,24.167320,69,0.332585,C,47,22.000000,1,24,Forecast,20260818T075922Z-deb02f
20653,CHERRY BLOSSOM LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,18.126530,12.865336,product,18,1.645000,21.163477,40,0.709752,C,14,5.000000,1,24,Forecast,20260818T075922Z-deb02f
20654,FIRST CLASS LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,31.160890,19.490408,product,18,1.645000,32.061721,64,0.625477,C,23,9.333333,1,24,Forecast,20260818T075922Z-deb02f
20655,QUEEN OF SKIES LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,17.467245,25.989904,product,18,1.645000,42.753392,61,1.487922,C,10,7.666667,1,24,Forecast,20260818T075922Z-deb02f
20657,TROPICAL LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,15.327706,15.641133,product,18,1.645000,25.729665,42,1.020448,C,9,5.333333,1,24,Forecast,20260818T075922Z-deb02f
20658,RED SPOTTY LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,5.844373,29.905450,product,18,1.645000,49.194466,56,5.116965,B,0,2.666667,3,24,Forecast,20260818T075922Z-deb02f
20659,ECONOMY LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,30.274957,21.222900,product,18,1.645000,34.911671,66,0.701005,C,21,13.666667,1,24,Forecast,20260818T075922Z-deb02f
20660,VIP LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20661,BLUE SPOTTY PURSE,2011-11,2011-12,M2_gbm_poisson,12.099235,18.235980,product,18,1.645000,29.998187,43,1.507201,C,5,4.333333,1,24,Forecast,20260818T075922Z-deb02f
20662,FIRST CLASS HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,3.250238,12.406767,product,18,1.645000,20.409132,24,3.817188,C,0,1.000000,2,24,Forecast,20260818T075922Z-deb02f
20663,QUEEN OF THE SKIES HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,2.964982,10.044318,product,18,1.645000,16.522904,20,3.387649,C,0,0.333333,2,24,Forecast,20260818T075922Z-deb02f
20664,TROPICAL HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,3.645793,8.120200,product,18,1.645000,13.357729,18,2.227280,C,0,0.000000,4,24,Forecast,20260818T075922Z-deb02f
20665,RED RETROSPOT PURSE,2011-11,2011-12,M2_gbm_poisson,20.770729,19.754681,product,18,1.645000,32.496451,54,0.951083,A,5,19.000000,1,24,Forecast,20260818T075922Z-deb02f
20666,ECONOMY HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,2.054573,9.567588,product,18,1.645000,15.738683,18,4.656727,C,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
20667,CHERRY BLOSSOM PURSE,2011-11,2011-12,M2_gbm_poisson,3.559565,3.664987,product,17,1.645000,6.028904,10,1.029617,C,0,0.000000,4,24,Forecast,20260818T075922Z-deb02f
20668,DISCO BALL CHRISTMAS DECORATION,2011-11,2011-12,M2_gbm_poisson,1613.290184,932.678308,product,18,1.645000,1534.255816,3148,0.578122,B,4329,2338.000000,1,24,Forecast,20260818T075922Z-deb02f
20669,RED HEART LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,40.853688,23.928793,product,18,1.645000,39.362865,81,0.585719,C,28,26.666667,1,24,Forecast,20260818T075922Z-deb02f
20670,VIP HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,4.473680,6.228996,product,18,1.645000,10.246698,15,1.392365,C,2,1.333333,1,24,Forecast,20260818T075922Z-deb02f
20671,BLUE TEATIME PRINT BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20672,PINK TEATIME PRINT BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20673,STRAWBERRIES PRINT BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20674,GREEN POLKADOT BOWL,2011-11,2011-12,M2_gbm_poisson,71.107072,61.321967,product,18,1.645000,100.874635,172,0.862389,A,107,129.000000,1,24,Forecast,20260818T075922Z-deb02f
20675,BLUE POLKADOT BOWL,2011-11,2011-12,M2_gbm_poisson,120.280693,99.401288,product,18,1.645000,163.515118,284,0.826411,A,173,209.666667,1,24,Forecast,20260818T075922Z-deb02f
20676,RED RETROSPOT BOWL,2011-11,2011-12,M2_gbm_poisson,231.611360,211.979553,product,18,1.645000,348.706365,581,0.915238,A,454,296.000000,1,24,Forecast,20260818T075922Z-deb02f
20677,PINK POLKADOT BOWL,2011-11,2011-12,M2_gbm_poisson,139.181026,119.078503,product,18,1.645000,195.884138,336,0.855566,A,209,210.000000,1,24,Forecast,20260818T075922Z-deb02f
20678,LARGE BLACK DIAMANTE HAIRSLIDE,2011-11,2011-12,M2_gbm_poisson,35.611094,8.023905,abc_group,2,1.645000,13.199324,49,0.225320,C,0,1.333333,3,3,Forecast,20260818T075922Z-deb02f
20679,EDWARDIAN PARASOL RED,2011-11,2011-12,M2_gbm_poisson,104.248617,101.420515,product,18,1.645000,166.836747,272,0.972872,A,162,189.000000,1,24,Forecast,20260818T075922Z-deb02f
20680,PINK FLOWERS CHILDS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20681,PINK SPOTTY CHILDS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20682,RED RETROSPOT CHILDRENS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,85.301082,82.576891,product,18,1.645000,135.838986,222,0.968064,A,124,147.000000,1,24,Forecast,20260818T075922Z-deb02f
20683,RAIN GIRL CHILDS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20684,STRAWBERRY DREAM CHILDS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,2.043711,13.540586,product,18,1.645000,22.274264,25,6.625489,B,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
20685,DOORMAT RED RETROSPOT,2011-11,2011-12,M2_gbm_poisson,224.521940,138.829552,product,18,1.645000,228.374613,453,0.618334,A,339,241.000000,1,24,Forecast,20260818T075922Z-deb02f
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2011-11,2011-12,M2_gbm_poisson,47.197802,15.268334,product,18,1.645000,25.116409,73,0.323497,B,62,40.000000,1,24,Forecast,20260818T075922Z-deb02f
20688,BEAUTY SPEED EXPRESSO CUPS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20689,RETRO SISTERS EXPRESSO CUPS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20692,FLORAL ELEPHANT SOFT TOY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20693,FLORAL DINOSAUR GREEN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20694,FLORAL PINK MONSTER,2011-11,2011-12,M2_gbm_poisson,9.741369,9.572036,product,18,1.645000,15.746000,26,0.982617,C,1,4.333333,1,24,Forecast,20260818T075922Z-deb02f
20695,FLORAL BLUE MONSTER,2011-11,2011-12,M2_gbm_poisson,4.512597,3.480255,product,18,1.645000,5.725020,11,0.771231,C,1,1.000000,1,24,Forecast,20260818T075922Z-deb02f
20696,FLORAL SOFT CAR TOY,2011-11,2011-12,M2_gbm_poisson,11.347893,9.715107,product,18,1.645000,15.981351,28,0.856116,C,3,6.000000,1,24,Forecast,20260818T075922Z-deb02f
20697,LITTLE GREEN MONSTER SOFT TOY,2011-11,2011-12,M2_gbm_poisson,9.300159,2.531169,product,18,1.645000,4.163773,14,0.272164,C,4,3.000000,1,24,Forecast,20260818T075922Z-deb02f
20698,LITTLE PINK MONSTER SOFT TOY,2011-11,2011-12,M2_gbm_poisson,12.600962,3.370691,product,18,1.645000,5.544787,19,0.267495,C,6,3.666667,1,23,Forecast,20260818T075922Z-deb02f
20699,MOUSEY LONG LEGS SOFT TOY,2011-11,2011-12,M2_gbm_poisson,5.191489,10.120524,product,18,1.645000,16.648262,22,1.949446,C,3,1.000000,1,24,Forecast,20260818T075922Z-deb02f
20700,GREEN CAT FLORAL CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,6.418552,8.560829,product,18,1.645000,14.082564,21,1.333763,B,0,6.333333,3,24,Forecast,20260818T075922Z-deb02f
20701,PINK CAT FLORAL CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,2.067319,2.388913,product,18,1.645000,3.929763,6,1.155561,C,0,0.000000,6,24,Forecast,20260818T075922Z-deb02f
20702,PINK PADDED MOBILE,2011-11,2011-12,M2_gbm_poisson,4.934939,16.143661,product,18,1.645000,26.556322,32,3.271299,B,0,2.000000,2,24,Forecast,20260818T075922Z-deb02f
20703,BLUE PADDED SOFT MOBILE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20704,MR ROBOT SOFT TOY,2011-11,2011-12,M2_gbm_poisson,11.018163,5.168937,product,18,1.645000,8.502901,20,0.469129,B,3,6.666667,1,24,Forecast,20260818T075922Z-deb02f
20705,MRS ROBOT SOFT TOY,2011-11,2011-12,M2_gbm_poisson,7.084906,5.250331,product,18,1.645000,8.636795,16,0.741059,C,1,3.000000,1,24,Forecast,20260818T075922Z-deb02f
20707,CRAZY DAISY HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,30.461178,25.063427,product,18,1.645000,41.229338,72,0.822799,B,16,12.333333,1,24,Forecast,20260818T075922Z-deb02f
20711,JUMBO BAG TOYS,2011-11,2011-12,M2_gbm_poisson,186.328026,260.040849,product,18,1.645000,427.767197,615,1.395608,A,391,362.000000,1,24,Forecast,20260818T075922Z-deb02f
20712,JUMBO BAG WOODLAND ANIMALS,2011-11,2011-12,M2_gbm_poisson,444.404687,468.344741,product,18,1.645000,770.427099,1215,1.053870,A,772,1055.666667,1,24,Forecast,20260818T075922Z-deb02f
20713,JUMBO BAG OWLS,2011-11,2011-12,M2_gbm_poisson,522.379526,782.824809,product,18,1.645000,1287.746811,1811,1.498575,A,689,1196.333333,1,24,Forecast,20260818T075922Z-deb02f
20714,POSY SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20715,LITTLE FLOWER SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20716,PARTY FOOD SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,2.054573,24.293884,product,18,1.645000,39.963439,43,11.824295,B,0,0.000000,6,24,Forecast,20260818T075922Z-deb02f
20717,STRAWBERRY SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,118.504153,97.207336,product,18,1.645000,159.906068,279,0.820286,A,234,143.333333,1,24,Forecast,20260818T075922Z-deb02f
20718,RED RETROSPOT SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,253.973558,181.534881,product,18,1.645000,298.624880,553,0.714779,A,505,348.333333,1,24,Forecast,20260818T075922Z-deb02f
20719,WOODLAND CHARLOTTE BAG,2011-11,2011-12,M2_gbm_poisson,531.474073,603.175498,product,18,1.645000,992.223695,1524,1.134910,A,1018,1020.333333,1,24,Forecast,20260818T075922Z-deb02f
20721,OWLS CHARLOTTE BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20723,STRAWBERRY CHARLOTTE BAG,2011-11,2011-12,M2_gbm_poisson,408.389420,254.992893,product,18,1.645000,419.463309,828,0.624387,A,935,914.000000,1,24,Forecast,20260818T075922Z-deb02f
20724,RED RETROSPOT CHARLOTTE BAG,2011-11,2011-12,M2_gbm_poisson,969.145395,520.577999,product,18,1.645000,856.350809,1826,0.537152,A,2209,1887.333333,1,24,Forecast,20260818T075922Z-deb02f
20725,LUNCH BAG RED RETROSPOT,2011-11,2011-12,M2_gbm_poisson,1007.618266,507.903845,product,18,1.645000,835.501825,1844,0.504064,A,1992,1685.666667,1,24,Forecast,20260818T075922Z-deb02f
20726,LUNCH BAG WOODLAND,2011-11,2011-12,M2_gbm_poisson,377.067988,314.543820,product,18,1.645000,517.424584,895,0.834183,A,697,694.666667,1,24,Forecast,20260818T075922Z-deb02f
20727,LUNCH BAG  BLACK SKULL.,2011-11,2011-12,M2_gbm_poisson,858.276694,536.083178,product,18,1.645000,881.856828,1741,0.624604,A,1207,1195.000000,1,24,Forecast,20260818T075922Z-deb02f
20728,LUNCH BAG CARS BLUE,2011-11,2011-12,M2_gbm_poisson,560.980134,570.794402,product,18,1.645000,938.956792,1500,1.017495,A,935,938.000000,1,24,Forecast,20260818T075922Z-deb02f
20729,RED SPOTTY CANDY BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20730,STRAWBERRY CANDY BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20731,POSY CANDY BAG,2011-11,2011-12,M2_gbm_poisson,2.085133,24.150516,product,18,1.645000,39.727599,42,11.582242,B,0,0.000000,6,24,Forecast,20260818T075922Z-deb02f
20733,GOLD MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,55.480077,58.256321,product,18,1.645000,95.831648,152,1.050040,B,63,50.666667,1,24,Forecast,20260818T075922Z-deb02f
20734,SILVER MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20735,BLACK MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,15.169608,88.194759,product,18,1.645000,145.080379,161,5.813912,B,6,5.666667,1,24,Forecast,20260818T075922Z-deb02f
20736,PINK MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20737,RED MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20738,GREEN MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20739,*USB Office Glitter Lamp,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20747,PICCADILLY TEA SET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20748,KENSINGTON COFFEE SET,2011-11,2011-12,M2_gbm_poisson,16.900884,6.344490,product,18,1.645000,10.436686,28,0.375394,A,14,7.666667,1,24,Forecast,20260818T075922Z-deb02f
20749,ASSORTED COLOUR MINI CASES,2011-11,2011-12,M2_gbm_poisson,128.078803,60.981117,product,18,1.645000,100.313938,229,0.476122,A,281,187.000000,1,24,Forecast,20260818T075922Z-deb02f
20750,RED RETROSPOT MINI CASES,2011-11,2011-12,M2_gbm_poisson,114.602938,62.004630,product,18,1.645000,101.997616,217,0.541039,A,212,158.666667,1,24,Forecast,20260818T075922Z-deb02f
20751,FUNKY WASHING UP GLOVES ASSORTED,2011-11,2011-12,M2_gbm_poisson,57.762033,57.049707,product,18,1.645000,93.846768,152,0.987668,A,50,56.666667,1,24,Forecast,20260818T075922Z-deb02f
20752,BLUE POLKADOT WASHING UP GLOVES,2011-11,2011-12,M2_gbm_poisson,40.853688,29.181349,product,18,1.645000,48.003318,89,0.714289,B,25,25.000000,1,24,Forecast,20260818T075922Z-deb02f
20753,RETRO PINK SPOT WASHING UP GLOVES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
20754,RETROSPOT RED WASHING UP GLOVES,2011-11,2011-12,M2_gbm_poisson,56.755803,78.443773,product,18,1.645000,129.040007,186,1.382128,A,43,66.333333,1,24,Forecast,20260818T075922Z-deb02f
20755,BLUE PAISLEY POCKET BOOK,2011-11,2011-12,M2_gbm_poisson,54.094463,50.847546,product,18,1.645000,83.644213,138,0.939977,B,87,48.666667,1,24,Forecast,20260818T075922Z-deb02f
